departure,arrival,flights,departure_lat,departure_lng,arrival_lat,arrival_lng,departure_centrality,arrival_centrality,airline_centrality,year
TNA,HAK,414,36.857208,117.215897,19.934851,110.4589,0.509345794,0.841121495,0.000235001,2016
XFN,CAN,414,32.150551,112.290802,23.392429,113.298698,0.168224299,1.060747664,0.00027319,2016
HAK,TNA,413,19.934851,110.4589,36.857208,117.215897,0.841121495,0.509345794,0.000234547,2016
XIY,MIG,413,34.438157,108.764819,31.428986,104.743592,1.088785047,0.285046729,0.000401398,2016
HAK,MIG,412,19.934851,110.4589,31.428986,104.743592,0.841121495,0.285046729,0.00022941,2016
MIG,XIY,412,31.428986,104.743592,34.438157,108.764819,0.285046729,1.088785047,0.000361198,2016
CTU,DSN,411,30.57852,103.946999,39.495789,109.867412,0.990654206,0.242990654,0.000393744,2016
YBP,CAN,411,28.797781,104.550293,23.392429,113.298698,0.14953271,1.060747664,0.000365143,2016
CAN,YBP,410,23.392429,113.298698,28.797781,104.550293,1.060747664,0.14953271,0.000368559,2016
HAK,SJW,410,19.934851,110.4589,38.274376,114.694427,0.841121495,0.495327103,0.000215264,2016
TAO,HET,408,36.266102,120.374397,40.853503,111.826381,0.598130841,0.53271028,0.000211288,2016
CGQ,CSX,407,43.996208,125.685303,28.196667,113.220833,0.429906542,0.724299065,0.000149163,2016
DSN,CTU,407,39.495789,109.867412,30.57852,103.946999,0.242990654,0.990654206,0.00039767,2016
KMG,LZH,407,25.101944,102.929169,24.204142,109.398889,1.037383178,0.214953271,0.000332938,2016
LZH,KMG,407,24.204142,109.398889,25.101944,102.929169,0.214953271,1.037383178,0.000334251,2016
CTU,XUZ,405,30.57852,103.946999,34.052925,117.554077,0.990654206,0.186915888,0.000463566,2016
DLU,JHG,404,25.647097,100.320711,21.972467,100.76475,0.158878505,0.121495327,5.94E-05,2016
JHG,DLU,404,21.972467,100.76475,25.647097,100.320711,0.121495327,0.158878505,6.76E-05,2016
HET,TAO,403,40.853503,111.826381,36.266102,120.374397,0.53271028,0.598130841,0.000230308,2016
XUZ,CTU,403,34.052925,117.554077,30.57852,103.946999,0.186915888,0.990654206,0.000465148,2016
XUZ,DLC,403,34.052925,117.554077,38.96566,121.538597,0.186915888,0.64953271,0.000297593,2016
CSX,CGQ,402,28.196667,113.220833,43.996208,125.685303,0.724299065,0.429906542,0.00015436,2016
TNA,PEK,402,36.857208,117.215897,40.084152,116.592735,0.509345794,1.242990654,0.000319466,2016
DLC,XUZ,401,38.96566,121.538597,34.052925,117.554077,0.64953271,0.186915888,0.000300257,2016
JIQ,CKG,401,29.5175,108.82917,29.71921,106.641602,0.074766355,0.995327103,0.000564434,2016
CAN,XFN,400,23.392429,113.298698,32.150551,112.290802,1.060747664,0.168224299,0.000275918,2016
GOQ,XNN,400,36.401596,94.788436,36.525322,102.037537,0.018691589,0.359813084,0.001331939,2016
XNN,GOQ,400,36.525322,102.037537,36.401596,94.788436,0.359813084,0.018691589,0.001321087,2016
WEF,SHE,399,36.646822,119.122362,41.639839,123.483398,0.093457944,0.61682243,0.000280768,2016
CAN,MIG,398,23.392429,113.298698,31.428986,104.743592,1.060747664,0.285046729,0.000243953,2016
MIG,CAN,398,31.428986,104.743592,23.392429,113.298698,0.285046729,1.060747664,0.000222561,2016
TYN,DAT,398,37.746891,112.628403,40.062064,113.486564,0.53271028,0.158878505,0.000158395,2016
CKG,JIQ,397,29.71921,106.641602,29.5175,108.82917,0.995327103,0.074766355,0.000568255,2016
CSX,SHE,397,28.196667,113.220833,41.639839,123.483398,0.724299065,0.61682243,0.000161456,2016
DAT,TYN,397,40.062064,113.486564,37.746891,112.628403,0.158878505,0.53271028,0.00016123,2016
LJG,NNG,397,26.683332,100.25,22.608259,108.172401,0.299065421,0.53271028,0.000102607,2016
SHE,CSX,397,41.639839,123.483398,28.196667,113.220833,0.61682243,0.724299065,0.000161377,2016
CKG,HRB,396,29.71921,106.641602,45.623402,126.250298,0.995327103,0.757009346,0.001540061,2016
HRB,CKG,396,45.623402,126.250298,29.71921,106.641602,0.757009346,0.995327103,0.001533765,2016
NNG,LJG,396,22.608259,108.172401,26.683332,100.25,0.53271028,0.299065421,0.000102634,2016
SHE,WEF,396,41.639839,123.483398,36.646822,119.122362,0.61682243,0.093457944,0.000271155,2016
CAN,DAX,393,23.392429,113.298698,31.135012,107.426888,1.060747664,0.093457944,0.000535965,2016
DAX,CAN,393,31.135012,107.426888,23.392429,113.298698,0.093457944,1.060747664,0.000530755,2016
HET,NAY,392,40.853503,111.826381,40.084152,116.592735,0.53271028,0.485981308,0.00036912,2016
SHA,ZHA,392,31.196099,121.339766,21.214439,110.358299,0.719626168,0.23364486,0.000168506,2016
TYN,XMN,391,37.746891,112.628403,24.544029,118.127701,0.53271028,0.672897196,0.000105725,2016
HRB,XUZ,390,45.623402,126.250298,34.052925,117.554077,0.757009346,0.186915888,0.000417884,2016
HET,HFE,389,40.853503,111.826381,31.986345,116.970474,0.53271028,0.387850467,0.00018307,2016
HFE,HET,389,31.986345,116.970474,40.853503,111.826381,0.387850467,0.53271028,0.000184145,2016
SJW,KWL,389,38.274376,114.694427,25.2181,110.039101,0.495327103,0.490654206,0.000110596,2016
SZX,LYI,389,22.63925,113.8106,35.046112,118.411667,0.962616822,0.224299065,0.000259548,2016
HRB,LYI,388,45.623402,126.250298,35.046112,118.411667,0.757009346,0.224299065,0.000258212,2016
KWL,SJW,388,25.2181,110.039101,38.274376,114.694427,0.490654206,0.495327103,0.000122627,2016
LYI,HRB,388,35.046112,118.411667,45.623402,126.250298,0.224299065,0.757009346,0.000252667,2016
LYI,SZX,388,35.046112,118.411667,22.63925,113.8106,0.224299065,0.962616822,0.000260231,2016
WEF,DLC,388,36.646822,119.122362,38.96566,121.538597,0.093457944,0.64953271,0.000314852,2016
XUZ,HRB,388,34.052925,117.554077,45.623402,126.250298,0.186915888,0.757009346,0.000412486,2016
SZX,DAX,387,22.63925,113.8106,31.135012,107.426888,0.962616822,0.093457944,0.000488512,2016
URC,KWE,387,43.907101,87.474243,26.538521,106.800697,0.448598131,0.61682243,0.000878221,2016
YBP,SZX,387,28.797781,104.550293,22.63925,113.8106,0.14953271,0.962616822,0.000352422,2016
DAX,SZX,386,31.135012,107.426888,22.63925,113.8106,0.093457944,0.962616822,0.00048783,2016
GYS,PEK,386,32.388634,105.699621,40.084152,116.592735,0.046728972,1.242990654,0.001270526,2016
KWE,URC,386,26.538521,106.800697,43.907101,87.474243,0.61682243,0.448598131,0.000885155,2016
LYA,HGH,386,34.741112,112.388298,30.2295,120.434402,0.140186916,0.85046729,0.00028839,2016
PEK,GYS,386,40.084152,116.592735,32.388634,105.699621,1.242990654,0.046728972,0.001281057,2016
SZX,YBP,386,22.63925,113.8106,28.797781,104.550293,0.962616822,0.14953271,0.000352822,2016
HGH,LYA,385,30.2295,120.434402,34.741112,112.388298,0.85046729,0.140186916,0.000285405,2016
NKG,PVG,385,31.742041,118.862,31.14337,121.805199,0.537383178,0.985981308,0.00018435,2016
DLC,WEF,384,38.96566,121.538597,36.646822,119.122362,0.64953271,0.093457944,0.000325952,2016
CGO,YIW,383,34.519669,113.840797,29.344563,120.028809,0.700934579,0.168224299,0.000251472,2016
KWE,XUZ,383,26.538521,106.800697,34.052925,117.554077,0.61682243,0.186915888,0.000184477,2016
LXA,NGQ,383,29.29777,90.911942,32.099597,80.055558,0.224299065,0.018691589,0.003682559,2016
XUZ,KWE,383,34.052925,117.554077,26.538521,106.800697,0.186915888,0.61682243,0.000184308,2016
KWE,SWA,382,26.538521,106.800697,23.5525,116.505836,0.61682243,0.271028037,0.000121045,2016
NAY,HET,382,40.084152,116.592735,40.853503,111.826381,0.485981308,0.53271028,0.00039408,2016
PEK,YBP,382,40.084152,116.592735,28.797781,104.550293,1.242990654,0.14953271,0.000660734,2016
PEK,DAX,381,40.084152,116.592735,31.135012,107.426888,1.242990654,0.093457944,0.00089666,2016
YBP,PEK,381,28.797781,104.550293,40.084152,116.592735,0.14953271,1.242990654,0.000637014,2016
YIW,CGO,381,29.344563,120.028809,34.519669,113.840797,0.168224299,0.700934579,0.000247961,2016
LJG,NKG,380,26.683332,100.25,31.742041,118.862,0.299065421,0.537383178,0.000136857,2016
CGQ,XIY,379,43.996208,125.685303,34.438157,108.764819,0.429906542,1.088785047,0.000332703,2016
DAX,PEK,379,31.135012,107.426888,40.084152,116.592735,0.093457944,1.242990654,0.000891329,2016
HRB,TGO,379,45.623402,126.250298,43.55666,122.199699,0.757009346,0.112149533,0.000441133,2016
PVG,YIH,379,31.14337,121.805199,30.556473,111.479942,0.985981308,0.224299065,0.000297108,2016
TGO,HRB,379,43.55666,122.199699,45.623402,126.250298,0.112149533,0.757009346,0.000434463,2016
CGO,YNT,378,34.519669,113.840797,37.657223,120.987221,0.700934579,0.378504673,0.000207224,2016
NKG,LJG,378,31.742041,118.862,26.683332,100.25,0.537383178,0.299065421,0.000134827,2016
SHA,JGS,378,31.196099,121.339766,26.853279,114.742649,0.719626168,0.08411215,0.000328542,2016
XNN,CAN,378,36.525322,102.037537,23.392429,113.298698,0.359813084,1.060747664,0.000743582,2016
YNT,CGO,378,37.657223,120.987221,34.519669,113.840797,0.378504673,0.700934579,0.000196229,2016
BHY,PEK,377,21.53944,109.2938,40.084152,116.592735,0.214953271,1.242990654,0.000498945,2016
JGS,SHA,377,26.853279,114.742649,31.196099,121.339766,0.08411215,0.719626168,0.000334503,2016
NGQ,LXA,377,32.099597,80.055558,29.29777,90.911942,0.018691589,0.224299065,0.003686098,2016
SZX,XUZ,377,22.63925,113.8106,34.052925,117.554077,0.962616822,0.186915888,0.000354289,2016
XUZ,SZX,377,34.052925,117.554077,22.63925,113.8106,0.186915888,0.962616822,0.000354065,2016
BAV,XIY,376,40.55999,109.996902,34.438157,108.764819,0.242990654,1.088785047,0.000412329,2016
XIY,CGQ,376,34.438157,108.764819,43.996208,125.685303,1.088785047,0.429906542,0.000339043,2016
CAN,WXN,375,23.392429,113.298698,30.799679,108.426949,1.060747664,0.130841121,0.000334465,2016
CTU,LYA,375,30.57852,103.946999,34.741112,112.388298,0.990654206,0.140186916,0.000458094,2016
HFE,ZUH,375,31.986345,116.970474,22.00666,113.376297,0.387850467,0.331775701,7.40E-05,2016
HGH,YIH,375,30.2295,120.434402,30.556473,111.479942,0.85046729,0.224299065,0.000208793,2016
JDZ,PEK,375,29.336129,117.181706,40.084152,116.592735,0.093457944,1.242990654,0.000848012,2016
PEK,JDZ,375,40.084152,116.592735,29.336129,117.181706,1.242990654,0.093457944,0.000847366,2016
WXN,CAN,375,30.799679,108.426949,23.392429,113.298698,0.130841121,1.060747664,0.000331174,2016
ZQZ,PVG,375,40.74646,114.955452,31.14337,121.805199,0.079439252,0.985981308,0.000773065,2016
ZUH,HFE,375,22.00666,113.376297,31.986345,116.970474,0.331775701,0.387850467,7.64E-05,2016
CAN,FUG,374,23.392429,113.298698,32.879154,115.740674,1.060747664,0.112149533,0.000434491,2016
FUG,CAN,374,32.879154,115.740674,23.392429,113.298698,0.112149533,1.060747664,0.000433687,2016
HRB,JXA,374,45.623402,126.250298,45.296389,131.199125,0.757009346,0.046728972,0.000840194,2016
JXA,HRB,374,45.296389,131.199125,45.623402,126.250298,0.046728972,0.757009346,0.000843825,2016
LHW,JIC,374,36.51524,103.620697,38.541918,102.35054,0.514018692,0.028037383,0.002720417,2016
XMN,NGB,374,24.544029,118.127701,29.826679,121.461899,0.672897196,0.378504673,0.000112745,2016
XMN,TYN,374,24.544029,118.127701,37.746891,112.628403,0.672897196,0.53271028,0.000114817,2016
YIH,HGH,374,30.556473,111.479942,30.2295,120.434402,0.224299065,0.85046729,0.000211797,2016
HAK,ZHA,373,19.934851,110.4589,21.214439,110.358299,0.841121495,0.23364486,0.000215335,2016
JIC,LHW,373,38.541918,102.35054,36.51524,103.620697,0.028037383,0.514018692,0.002636596,2016
KMG,SHE,373,25.101944,102.929169,41.639839,123.483398,1.037383178,0.61682243,0.000493947,2016
NGB,XMN,373,29.826679,121.461899,24.544029,118.127701,0.378504673,0.672897196,0.00010982,2016
PEK,BHY,373,40.084152,116.592735,21.53944,109.2938,1.242990654,0.214953271,0.000499409,2016
BPX,CTU,372,30.548892,97.111194,30.57852,103.946999,0.028037383,0.990654206,0.002105055,2016
CGQ,CKG,372,43.996208,125.685303,29.71921,106.641602,0.429906542,0.995327103,0.000335519,2016
DLC,KHN,372,38.96566,121.538597,28.865,115.900002,0.64953271,0.443925234,0.000150917,2016
KRL,CKG,372,41.618911,86.138043,29.71921,106.641602,0.098130841,0.995327103,0.002011557,2016
LYA,CTU,372,34.741112,112.388298,30.57852,103.946999,0.140186916,0.990654206,0.00045935,2016
NGB,CGQ,372,29.826679,121.461899,43.996208,125.685303,0.378504673,0.429906542,7.70E-05,2016
CGQ,NGB,371,43.996208,125.685303,29.826679,121.461899,0.429906542,0.378504673,7.21E-05,2016
NBS,PVG,371,42.071926,127.609218,31.14337,121.805199,0.163551402,0.985981308,0.000448352,2016
PEK,XIL,371,40.084152,116.592735,43.913873,115.966246,1.242990654,0.065420561,0.001535141,2016
PVG,NKG,371,31.14337,121.805199,31.742041,118.862,0.985981308,0.537383178,0.0001819,2016
XIL,PEK,371,43.913873,115.966246,40.084152,116.592735,0.065420561,1.242990654,0.001538582,2016
XUZ,XMN,371,34.052925,117.554077,24.544029,118.127701,0.186915888,0.672897196,0.000178461,2016
CTU,BPX,370,30.57852,103.946999,30.548892,97.111194,0.990654206,0.028037383,0.002102184,2016
KHN,DLC,370,28.865,115.900002,38.96566,121.538597,0.443925234,0.64953271,0.000150685,2016
NGB,PVG,370,29.826679,121.461899,31.14337,121.805199,0.378504673,0.985981308,0.000225244,2016
CTU,CGQ,369,30.57852,103.946999,43.996208,125.685303,0.990654206,0.429906542,0.000407261,2016
DLC,HET,369,38.96566,121.538597,40.853503,111.826381,0.64953271,0.53271028,0.000290426,2016
HAK,YIH,369,19.934851,110.4589,30.556473,111.479942,0.841121495,0.224299065,0.000218771,2016
NNY,CTU,369,32.98,112.610001,30.57852,103.946999,0.126168224,0.990654206,0.000587104,2016
PVG,RIZ,369,31.14337,121.805199,35.402879,119.331808,0.985981308,0.140186916,0.000399646,2016
XIY,BAV,369,34.438157,108.764819,40.55999,109.996902,1.088785047,0.242990654,0.000406834,2016
XIY,YTY,369,34.438157,108.764819,32.563057,119.718887,1.088785047,0.196261682,0.000439198,2016
CGQ,CTU,368,43.996208,125.685303,30.57852,103.946999,0.429906542,0.990654206,0.000397875,2016
CKG,KRL,368,29.71921,106.641602,41.618911,86.138043,0.995327103,0.098130841,0.001879277,2016
HET,DLC,368,40.853503,111.826381,38.96566,121.538597,0.53271028,0.64953271,0.000287333,2016
HLH,PEK,368,46.200408,122.007318,40.084152,116.592735,0.08411215,1.242990654,0.001654097,2016
JNZ,PVG,368,40.936111,121.276947,31.14337,121.805199,0.056074766,0.985981308,0.000895785,2016
PEK,HLH,368,40.084152,116.592735,46.200408,122.007318,1.242990654,0.08411215,0.001657488,2016
PVG,JNZ,368,31.14337,121.805199,40.936111,121.276947,0.985981308,0.056074766,0.000906867,2016
SHE,KMG,368,41.639839,123.483398,25.101944,102.929169,0.61682243,1.037383178,0.000484801,2016
SHE,SHA,368,41.639839,123.483398,31.196099,121.339766,0.61682243,0.719626168,0.000183277,2016
SWA,KWE,368,23.5525,116.505836,26.538521,106.800697,0.271028037,0.61682243,0.000118683,2016
XMN,XUZ,368,24.544029,118.127701,34.052925,117.554077,0.672897196,0.186915888,0.000179204,2016
YIH,HAK,368,30.556473,111.479942,19.934851,110.4589,0.224299065,0.841121495,0.00021889,2016
ZHA,HAK,368,21.214439,110.358299,19.934851,110.4589,0.23364486,0.841121495,0.000221,2016
BFJ,CTU,367,27.300278,105.301392,30.57852,103.946999,0.177570093,0.990654206,0.000424307,2016
NGB,SYX,367,29.826679,121.461899,18.302891,109.412201,0.378504673,0.53271028,9.23E-05,2016
SHA,SHE,367,31.196099,121.339766,41.639839,123.483398,0.719626168,0.61682243,0.000186036,2016
SWA,ZUH,367,23.5525,116.505836,22.00666,113.376297,0.271028037,0.331775701,4.89E-05,2016
BAV,NKG,366,40.55999,109.996902,31.742041,118.862,0.242990654,0.537383178,0.0001,2016
CIH,PVG,366,36.247454,113.131759,31.14337,121.805199,0.168224299,0.985981308,0.000406453,2016
DLC,NTG,366,38.96566,121.538597,32.072922,120.975601,0.64953271,0.214953271,0.000166494,2016
KOW,SHA,366,25.851667,114.776665,31.196099,121.339766,0.130841121,0.719626168,0.000234172,2016
LUM,CAN,366,24.399322,98.532412,23.392429,113.298698,0.046728972,1.060747664,0.001003283,2016
NKG,BAV,366,31.742041,118.862,40.55999,109.996902,0.537383178,0.242990654,9.80E-05,2016
NKG,WEH,366,31.742041,118.862,37.185852,122.234969,0.537383178,0.14953271,0.000225518,2016
PVG,CIH,366,31.14337,121.805199,36.247454,113.131759,0.985981308,0.168224299,0.000407035,2016
SHA,ZYI,366,31.196099,121.339766,27.807451,107.250743,0.719626168,0.224299065,0.000159407,2016
SYX,NGB,366,18.302891,109.412201,29.826679,121.461899,0.53271028,0.378504673,9.13E-05,2016
URC,SZX,366,43.907101,87.474243,22.63925,113.8106,0.448598131,0.962616822,0.002175044,2016
YTY,XIY,366,32.563057,119.718887,34.438157,108.764819,0.196261682,1.088785047,0.00044006,2016
CAN,HIA,365,23.392429,113.298698,33.788792,119.131102,1.060747664,0.186915888,0.000284999,2016
CAN,LYI,365,23.392429,113.298698,35.046112,118.411667,1.060747664,0.224299065,0.000271541,2016
CGO,LXA,365,34.519669,113.840797,29.29777,90.911942,0.700934579,0.224299065,0.000616212,2016
CKG,XUZ,365,29.71921,106.641602,34.052925,117.554077,0.995327103,0.186915888,0.000437592,2016
HIA,CAN,365,33.788792,119.131102,23.392429,113.298698,0.186915888,1.060747664,0.000284073,2016
HIA,HRB,365,33.788792,119.131102,45.623402,126.250298,0.186915888,0.757009346,0.0002973,2016
JGS,HAK,365,26.853279,114.742649,19.934851,110.4589,0.08411215,0.841121495,0.000399399,2016
LYI,SHE,365,35.046112,118.411667,41.639839,123.483398,0.224299065,0.61682243,0.000117578,2016
PEK,AQG,365,40.084152,116.592735,30.580776,117.055412,1.242990654,0.074766355,0.001054668,2016
PEK,TGO,365,40.084152,116.592735,43.55666,122.199699,1.242990654,0.112149533,0.000901612,2016
PVG,NAO,365,31.14337,121.805199,30.793442,106.168002,0.985981308,0.130841121,0.000464234,2016
RIZ,PVG,365,35.402879,119.331808,31.14337,121.805199,0.140186916,0.985981308,0.000399012,2016
SHE,YTY,365,41.639839,123.483398,32.563057,119.718887,0.61682243,0.196261682,0.000125773,2016
SZX,HIA,365,22.63925,113.8106,33.788792,119.131102,0.962616822,0.186915888,0.000267628,2016
SZX,URC,365,22.63925,113.8106,43.907101,87.474243,0.962616822,0.448598131,0.002164827,2016
TAO,NTG,365,36.266102,120.374397,32.072922,120.975601,0.598130841,0.214953271,0.000141548,2016
XUZ,CKG,365,34.052925,117.554077,29.71921,106.641602,0.186915888,0.995327103,0.000435522,2016
ZYI,SHA,365,27.807451,107.250743,31.196099,121.339766,0.224299065,0.719626168,0.000162547,2016
AQG,HAK,364,30.580776,117.055412,19.934851,110.4589,0.074766355,0.841121495,0.000430657,2016
CAN,LUM,364,23.392429,113.298698,24.399322,98.532412,1.060747664,0.046728972,0.001011283,2016
CTU,ZYI,364,30.57852,103.946999,27.807451,107.250743,0.990654206,0.224299065,0.000402829,2016
FUG,SHA,364,32.879154,115.740674,31.196099,121.339766,0.112149533,0.719626168,0.000268703,2016
HIA,PEK,364,33.788792,119.131102,40.084152,116.592735,0.186915888,1.242990654,0.000464999,2016
HRB,HIA,364,45.623402,126.250298,33.788792,119.131102,0.757009346,0.186915888,0.000302347,2016
JGS,XIY,364,26.853279,114.742649,34.438157,108.764819,0.08411215,1.088785047,0.000777939,2016
LXA,CGO,364,29.29777,90.911942,34.519669,113.840797,0.224299065,0.700934579,0.000603788,2016
LYI,CAN,364,35.046112,118.411667,23.392429,113.298698,0.224299065,1.060747664,0.000271273,2016
NAO,KMG,364,30.793442,106.168002,25.101944,102.929169,0.130841121,1.037383178,0.000462762,2016
NNY,SZX,364,32.98,112.610001,22.63925,113.8106,0.126168224,0.962616822,0.00037245,2016
NTG,DLC,364,32.072922,120.975601,38.96566,121.538597,0.214953271,0.64953271,0.000161914,2016
NTG,TAO,364,32.072922,120.975601,36.266102,120.374397,0.214953271,0.598130841,0.000151985,2016
PEK,HIA,364,40.084152,116.592735,33.788792,119.131102,1.242990654,0.186915888,0.000463478,2016
PVG,NBS,364,31.14337,121.805199,42.071926,127.609218,0.985981308,0.163551402,0.000502227,2016
PZI,SZX,364,26.534456,101.799265,22.63925,113.8106,0.028037383,0.962616822,0.001542992,2016
SHA,FUG,364,31.196099,121.339766,32.879154,115.740674,0.719626168,0.112149533,0.000258832,2016
