departure,arrival,flights,departure_lat,departure_lng,arrival_lat,arrival_lng,departure_centrality,arrival_centrality,airline_centrality,year
XIY,HFE,1540,34.438157,108.764819,31.986345,116.970474,1.185840708,0.442477876,0.000300823,2017
SJW,CGQ,1531,38.274376,114.694427,43.996208,125.685303,0.592920354,0.42920354,9.20E-05,2017
CGQ,SJW,1530,43.996208,125.685303,38.274376,114.694427,0.42920354,0.592920354,8.99E-05,2017
NNG,SZX,1526,22.608259,108.172401,22.63925,113.8106,0.610619469,0.955752212,0.000142851,2017
SZX,NNG,1524,22.63925,113.8106,22.608259,108.172401,0.955752212,0.610619469,0.00014261,2017
HET,TSN,1520,40.853503,111.826381,39.124352,117.3461,0.566371681,0.933628319,0.000241579,2017
TSN,HET,1516,39.124352,117.3461,40.853503,111.826381,0.933628319,0.566371681,0.00022667,2017
LHW,WUH,1515,36.51524,103.620697,30.783751,114.208099,0.637168142,0.654867257,0.000278327,2017
KWL,PEK,1511,25.2181,110.039101,40.084152,116.592735,0.53539823,1.154867257,0.000699088,2017
PEK,KWL,1511,40.084152,116.592735,25.2181,110.039101,1.154867257,0.53539823,0.000684146,2017
CSX,NGB,1508,28.196667,113.220833,29.826679,121.461899,0.752212389,0.508849558,0.000126393,2017
NGB,CSX,1507,29.826679,121.461899,28.196667,113.220833,0.508849558,0.752212389,0.000118495,2017
ZUH,KHN,1505,22.00666,113.376297,28.865,115.900002,0.491150442,0.548672566,8.41E-05,2017
KHN,ZUH,1503,28.865,115.900002,22.00666,113.376297,0.548672566,0.491150442,8.25E-05,2017
ZUH,CGO,1496,22.00666,113.376297,34.519669,113.840797,0.491150442,0.787610619,0.000156466,2017
CGO,ZUH,1491,34.519669,113.840797,22.00666,113.376297,0.787610619,0.491150442,0.000154367,2017
CGQ,YNT,1489,43.996208,125.685303,37.657223,120.987221,0.42920354,0.415929204,6.43E-05,2017
YNT,CGQ,1489,37.657223,120.987221,43.996208,125.685303,0.415929204,0.42920354,6.64E-05,2017
KHN,TSN,1485,28.865,115.900002,39.124352,117.3461,0.548672566,0.933628319,0.000182782,2017
SJW,CKG,1483,38.274376,114.694427,29.71921,106.641602,0.592920354,1.039823009,0.000280043,2017
WUH,ZUH,1481,30.783751,114.208099,22.00666,113.376297,0.654867257,0.491150442,0.000158303,2017
CTU,INC,1479,30.57852,103.946999,38.322769,106.393303,1.079646018,0.495575221,0.00033578,2017
INC,CTU,1479,38.322769,106.393303,30.57852,103.946999,0.495575221,1.079646018,0.000325649,2017
CKG,SJW,1478,29.71921,106.641602,38.274376,114.694427,1.039823009,0.592920354,0.000286223,2017
ZUH,WUH,1476,22.00666,113.376297,30.783751,114.208099,0.491150442,0.654867257,0.000160894,2017
KMG,FOC,1466,25.101944,102.929169,25.935061,119.6632,1.026548673,0.548672566,0.000234293,2017
LHW,KMG,1465,36.51524,103.620697,25.101944,102.929169,0.637168142,1.026548673,0.000501847,2017
FOC,CKG,1464,25.935061,119.6632,29.71921,106.641602,0.548672566,1.039823009,0.000203087,2017
CSX,DYG,1460,28.196667,113.220833,29.101431,110.447943,0.752212389,0.247787611,0.000148502,2017
SJW,NKG,1459,38.274376,114.694427,31.742041,118.862,0.592920354,0.601769912,0.000119814,2017
FOC,KMG,1458,25.935061,119.6632,25.101944,102.929169,0.548672566,1.026548673,0.000224607,2017
NKG,SJW,1458,31.742041,118.862,38.274376,114.694427,0.601769912,0.592920354,0.000121133,2017
TSN,KHN,1454,39.124352,117.3461,28.865,115.900002,0.933628319,0.548672566,0.000175855,2017
CKG,FOC,1451,29.71921,106.641602,25.935061,119.6632,1.039823009,0.548672566,0.000200646,2017
DLC,SZX,1441,38.96566,121.538597,22.63925,113.8106,0.703539823,0.955752212,0.000283615,2017
DYG,CSX,1440,29.101431,110.447943,28.196667,113.220833,0.247787611,0.752212389,0.00014789,2017
SYX,ZUH,1439,18.302891,109.412201,22.00666,113.376297,0.526548673,0.491150442,6.57E-05,2017
SZX,DLC,1433,22.63925,113.8106,38.96566,121.538597,0.955752212,0.703539823,0.000267678,2017
HLH,HET,1432,46.200408,122.007318,40.853503,111.826381,0.115044248,0.566371681,0.000272729,2017
CSX,SWA,1430,28.196667,113.220833,23.5525,116.505836,0.752212389,0.336283186,0.000138637,2017
YNT,SHE,1430,37.657223,120.987221,41.639839,123.483398,0.415929204,0.712389381,0.000125632,2017
HET,HLH,1428,40.853503,111.826381,46.200408,122.007318,0.566371681,0.115044248,0.000274482,2017
SWA,CSX,1428,23.5525,116.505836,28.196667,113.220833,0.336283186,0.752212389,0.000138836,2017
JHG,LJG,1424,21.972467,100.76475,26.683332,100.25,0.097345133,0.345132743,0.000151637,2017
SHE,YNT,1424,41.639839,123.483398,37.657223,120.987221,0.712389381,0.415929204,0.000125143,2017
ZUH,SYX,1424,22.00666,113.376297,18.302891,109.412201,0.491150442,0.526548673,6.56E-05,2017
SHE,WUX,1420,41.639839,123.483398,31.492889,120.424377,0.712389381,0.300884956,0.000148822,2017
WNZ,SZX,1419,27.91222,120.851898,22.63925,113.8106,0.455752212,0.955752212,0.000175482,2017
WUX,SHE,1419,31.492889,120.424377,41.639839,123.483398,0.300884956,0.712389381,0.000151197,2017
SZX,WNZ,1418,22.63925,113.8106,27.91222,120.851898,0.955752212,0.455752212,0.000166462,2017
LZY,CTU,1417,29.301565,94.336061,30.57852,103.946999,0.057522124,1.079646018,0.000826097,2017
SHA,SJW,1417,31.196099,121.339766,38.274376,114.694427,0.668141593,0.592920354,0.000130143,2017
SJW,SHA,1417,38.274376,114.694427,31.196099,121.339766,0.592920354,0.668141593,0.000128525,2017
CTU,LZY,1416,30.57852,103.946999,29.301565,94.336061,1.079646018,0.057522124,0.000684232,2017
WUH,KWE,1416,30.783751,114.208099,26.538521,106.800697,0.654867257,0.663716814,0.000160529,2017
CSX,URC,1415,28.196667,113.220833,43.907101,87.474243,0.752212389,0.486725664,0.001081404,2017
NKG,ZUH,1412,31.742041,118.862,22.00666,113.376297,0.601769912,0.491150442,0.000117483,2017
URC,CSX,1408,43.907101,87.474243,28.196667,113.220833,0.486725664,0.752212389,0.001039182,2017
KWE,WUH,1406,26.538521,106.800697,30.783751,114.208099,0.663716814,0.654867257,0.000160391,2017
ZUH,NKG,1406,22.00666,113.376297,31.742041,118.862,0.491150442,0.601769912,0.000118104,2017
NNG,XMN,1399,22.608259,108.172401,24.544029,118.127701,0.610619469,0.703539823,8.65E-05,2017
TYN,SHE,1399,37.746891,112.628403,41.639839,123.483398,0.553097345,0.712389381,0.000100354,2017
XMN,NNG,1397,24.544029,118.127701,22.608259,108.172401,0.703539823,0.610619469,8.74E-05,2017
SHE,TYN,1395,41.639839,123.483398,37.746891,112.628403,0.712389381,0.553097345,0.000102719,2017
CKG,WUX,1389,29.71921,106.641602,31.492889,120.424377,1.039823009,0.300884956,0.000274145,2017
WUX,CKG,1387,31.492889,120.424377,29.71921,106.641602,0.300884956,1.039823009,0.000275744,2017
SWA,HAK,1381,23.5525,116.505836,19.934851,110.4589,0.336283186,0.805309735,0.000156776,2017
HAK,SWA,1380,19.934851,110.4589,23.5525,116.505836,0.805309735,0.336283186,0.000156401,2017
KMG,LHW,1376,25.101944,102.929169,36.51524,103.620697,1.026548673,0.637168142,0.000502149,2017
HRB,HFE,1373,45.623402,126.250298,31.986345,116.970474,0.752212389,0.442477876,0.000371456,2017
HFE,HRB,1372,31.986345,116.970474,45.623402,126.250298,0.442477876,0.752212389,0.000369186,2017
CGO,CGQ,1371,34.519669,113.840797,43.996208,125.685303,0.787610619,0.42920354,0.000163905,2017
CAN,LHW,1368,23.392429,113.298698,36.51524,103.620697,0.960176991,0.637168142,0.000198846,2017
LHW,CAN,1368,36.51524,103.620697,23.392429,113.298698,0.637168142,0.960176991,0.000209262,2017
CGQ,CGO,1362,43.996208,125.685303,34.519669,113.840797,0.42920354,0.787610619,0.000157938,2017
FOC,TAO,1360,25.935061,119.6632,36.266102,120.374397,0.548672566,0.663716814,0.000149607,2017
TAO,FOC,1358,36.266102,120.374397,25.935061,119.6632,0.663716814,0.548672566,0.000151591,2017
CAN,SJW,1353,23.392429,113.298698,38.274376,114.694427,0.960176991,0.592920354,0.000172757,2017
SJW,CAN,1350,38.274376,114.694427,23.392429,113.298698,0.592920354,0.960176991,0.000180747,2017
DYG,PVG,1344,29.101431,110.447943,31.14337,121.805199,0.247787611,0.960176991,0.000242894,2017
KHN,CKG,1338,28.865,115.900002,29.71921,106.641602,0.548672566,1.039823009,0.000213588,2017
PVG,DYG,1338,31.14337,121.805199,29.101431,110.447943,0.960176991,0.247787611,0.000233926,2017
CKG,KHN,1337,29.71921,106.641602,28.865,115.900002,1.039823009,0.548672566,0.000218571,2017
HAK,CTU,1337,19.934851,110.4589,30.57852,103.946999,0.805309735,1.079646018,0.000471705,2017
CTU,HAK,1336,30.57852,103.946999,19.934851,110.4589,1.079646018,0.805309735,0.000490706,2017
FOC,TSN,1327,25.935061,119.6632,39.124352,117.3461,0.548672566,0.933628319,0.000242767,2017
TYN,HET,1325,37.746891,112.628403,40.853503,111.826381,0.553097345,0.566371681,0.000109013,2017
TSN,FOC,1324,39.124352,117.3461,25.935061,119.6632,0.933628319,0.548672566,0.00023717,2017
ZUH,KMG,1324,22.00666,113.376297,25.101944,102.929169,0.491150442,1.026548673,0.000272983,2017
KMG,ZUH,1323,25.101944,102.929169,22.00666,113.376297,1.026548673,0.491150442,0.000271546,2017
TNA,KWE,1321,36.857208,117.215897,26.538521,106.800697,0.637168142,0.663716814,0.000120617,2017
HET,TYN,1320,40.853503,111.826381,37.746891,112.628403,0.566371681,0.553097345,0.000109449,2017
URC,TNA,1320,43.907101,87.474243,36.857208,117.215897,0.486725664,0.637168142,0.000927682,2017
DLC,TYN,1319,38.96566,121.538597,37.746891,112.628403,0.703539823,0.553097345,0.000140111,2017
TYN,DLC,1318,37.746891,112.628403,38.96566,121.538597,0.553097345,0.703539823,0.000130067,2017
KMG,WUX,1316,25.101944,102.929169,31.492889,120.424377,1.026548673,0.300884956,0.000319472,2017
SHA,NNG,1316,31.196099,121.339766,22.608259,108.172401,0.668141593,0.610619469,9.50E-05,2017
WUX,KMG,1316,31.492889,120.424377,25.101944,102.929169,0.300884956,1.026548673,0.000319619,2017
DSN,NAY,1314,39.495789,109.867412,40.084152,116.592735,0.292035398,0.548672566,0.000228264,2017
KWE,TNA,1313,26.538521,106.800697,36.857208,117.215897,0.663716814,0.637168142,0.000120323,2017
TNA,URC,1313,36.857208,117.215897,43.907101,87.474243,0.637168142,0.486725664,0.000963028,2017
CSX,CAN,1312,28.196667,113.220833,23.392429,113.298698,0.752212389,0.960176991,0.000135527,2017
NAY,DSN,1310,40.084152,116.592735,39.495789,109.867412,0.548672566,0.292035398,0.00023093,2017
CAN,CSX,1304,23.392429,113.298698,28.196667,113.220833,0.960176991,0.752212389,0.000129973,2017
HRB,TYN,1302,45.623402,126.250298,37.746891,112.628403,0.752212389,0.553097345,0.000318349,2017
TYN,HRB,1301,37.746891,112.628403,45.623402,126.250298,0.553097345,0.752212389,0.000315256,2017
HET,HGH,1300,40.853503,111.826381,30.2295,120.434402,0.566371681,0.862831858,0.000226788,2017
TYN,TAO,1299,37.746891,112.628403,36.266102,120.374397,0.553097345,0.663716814,0.000126886,2017
TAO,TYN,1297,36.266102,120.374397,37.746891,112.628403,0.663716814,0.553097345,0.000130155,2017
HGH,HET,1294,30.2295,120.434402,40.853503,111.826381,0.862831858,0.566371681,0.000226862,2017
NKG,LHW,1286,31.742041,118.862,36.51524,103.620697,0.601769912,0.637168142,0.0001254,2017
LHW,NKG,1285,36.51524,103.620697,31.742041,118.862,0.637168142,0.601769912,0.000125189,2017
SJW,ZQZ,1285,38.274376,114.694427,40.74646,114.955452,0.592920354,0.123893805,0.000189074,2017
LJG,CKG,1283,26.683332,100.25,29.71921,106.641602,0.345132743,1.039823009,0.000227611,2017
KWE,BFJ,1281,26.538521,106.800697,27.300278,105.301392,0.663716814,0.194690265,0.000124452,2017
ZQZ,SJW,1281,40.74646,114.955452,38.274376,114.694427,0.123893805,0.592920354,0.000189779,2017
CKG,LJG,1279,29.71921,106.641602,26.683332,100.25,1.039823009,0.345132743,0.000227977,2017
KWE,LHW,1277,26.538521,106.800697,36.51524,103.620697,0.663716814,0.637168142,0.000143841,2017
CKG,INC,1275,29.71921,106.641602,38.322769,106.393303,1.039823009,0.495575221,0.000251639,2017
BFJ,KWE,1272,27.300278,105.301392,26.538521,106.800697,0.194690265,0.663716814,0.000124877,2017
LHW,KWE,1272,36.51524,103.620697,26.538521,106.800697,0.637168142,0.663716814,0.000143874,2017
INC,CKG,1271,38.322769,106.393303,29.71921,106.641602,0.495575221,1.039823009,0.000246504,2017
KWE,TSN,1266,26.538521,106.800697,39.124352,117.3461,0.663716814,0.933628319,0.000268536,2017
ZUH,CSX,1265,22.00666,113.376297,28.196667,113.220833,0.491150442,0.752212389,0.000112938,2017
HFE,NNG,1264,31.986345,116.970474,22.608259,108.172401,0.442477876,0.610619469,9.21E-05,2017
NNG,HFE,1261,22.608259,108.172401,31.986345,116.970474,0.610619469,0.442477876,9.22E-05,2017
TSN,KWE,1260,39.124352,117.3461,26.538521,106.800697,0.933628319,0.663716814,0.000262353,2017
CTU,FOC,1259,30.57852,103.946999,25.935061,119.6632,1.079646018,0.548672566,0.000250147,2017
FOC,CTU,1258,25.935061,119.6632,30.57852,103.946999,0.548672566,1.079646018,0.000256885,2017
PEK,JMU,1250,40.084152,116.592735,46.845709,130.470506,1.154867257,0.053097345,0.001291816,2017
JMU,PEK,1249,46.845709,130.470506,40.084152,116.592735,0.053097345,1.154867257,0.001322569,2017
TAO,TSN,1246,36.266102,120.374397,39.124352,117.3461,0.663716814,0.933628319,0.000205551,2017
TAO,HFE,1242,36.266102,120.374397,31.986345,116.970474,0.663716814,0.442477876,0.000130428,2017
HFE,TAO,1241,31.986345,116.970474,36.266102,120.374397,0.442477876,0.663716814,0.00012808,2017
SJW,HRB,1241,38.274376,114.694427,45.623402,126.250298,0.592920354,0.752212389,0.000378914,2017
SYX,TNA,1240,18.302891,109.412201,36.857208,117.215897,0.526548673,0.637168142,8.56E-05,2017
TNA,SYX,1240,36.857208,117.215897,18.302891,109.412201,0.637168142,0.526548673,8.39E-05,2017
NGB,HAK,1238,29.826679,121.461899,19.934851,110.4589,0.508849558,0.805309735,0.000146888,2017
HRB,SJW,1237,45.623402,126.250298,38.274376,114.694427,0.752212389,0.592920354,0.000380947,2017
TSN,TAO,1236,39.124352,117.3461,36.266102,120.374397,0.933628319,0.663716814,0.000189369,2017
SJW,SZX,1231,38.274376,114.694427,22.63925,113.8106,0.592920354,0.955752212,0.000204292,2017
WUH,NGB,1229,30.783751,114.208099,29.826679,121.461899,0.654867257,0.508849558,0.000159015,2017
SZX,SJW,1228,22.63925,113.8106,38.274376,114.694427,0.955752212,0.592920354,0.000204019,2017
NGB,WUH,1227,29.826679,121.461899,30.783751,114.208099,0.508849558,0.654867257,0.000152057,2017
TSN,SYX,1227,39.124352,117.3461,18.302891,109.412201,0.933628319,0.526548673,0.000199502,2017
HAK,NGB,1226,19.934851,110.4589,29.826679,121.461899,0.805309735,0.508849558,0.000153773,2017
HGH,YNT,1226,30.2295,120.434402,37.657223,120.987221,0.862831858,0.415929204,0.000167076,2017
SYX,TSN,1225,18.302891,109.412201,39.124352,117.3461,0.526548673,0.933628319,0.000207375,2017
YNT,HGH,1223,37.657223,120.987221,30.2295,120.434402,0.415929204,0.862831858,0.000167895,2017
KWL,XMN,1221,25.2181,110.039101,24.544029,118.127701,0.53539823,0.703539823,0.00027099,2017
XMN,KWL,1221,24.544029,118.127701,25.2181,110.039101,0.703539823,0.53539823,0.000271332,2017
TAO,WNZ,1220,36.266102,120.374397,27.91222,120.851898,0.663716814,0.455752212,0.000131292,2017
WNZ,TAO,1218,27.91222,120.851898,36.266102,120.374397,0.455752212,0.663716814,0.000136109,2017
TYN,PVG,1215,37.746891,112.628403,31.14337,121.805199,0.553097345,0.960176991,0.000148313,2017
BAV,PEK,1214,40.55999,109.996902,40.084152,116.592735,0.305309735,1.154867257,0.000292751,2017
PEK,BAV,1212,40.084152,116.592735,40.55999,109.996902,1.154867257,0.305309735,0.000296025,2017
SHE,NGB,1210,41.639839,123.483398,29.826679,121.461899,0.712389381,0.508849558,0.000123801,2017
SHA,HET,1209,31.196099,121.339766,40.853503,111.826381,0.668141593,0.566371681,0.000200181,2017
HET,SJW,1208,40.853503,111.826381,38.274376,114.694427,0.566371681,0.592920354,0.00014273,2017
SJW,HET,1205,38.274376,114.694427,40.853503,111.826381,0.592920354,0.566371681,0.000143178,2017
HRB,XIY,1204,45.623402,126.250298,34.438157,108.764819,0.752212389,1.185840708,0.001807072,2017
NGB,SHE,1203,29.826679,121.461899,41.639839,123.483398,0.508849558,0.712389381,0.000116019,2017
KWL,CKG,1201,25.2181,110.039101,29.71921,106.641602,0.53539823,1.039823009,0.000603307,2017
CKG,KWL,1197,29.71921,106.641602,25.2181,110.039101,1.039823009,0.53539823,0.00060738,2017
XIY,HRB,1197,34.438157,108.764819,45.623402,126.250298,1.185840708,0.752212389,0.001810935,2017
HET,SHA,1195,40.853503,111.826381,31.196099,121.339766,0.566371681,0.668141593,0.000197301,2017
DLC,NGB,1192,38.96566,121.538597,29.826679,121.461899,0.703539823,0.508849558,0.000142393,2017
CGO,JJN,1189,34.519669,113.840797,24.794776,118.593069,0.787610619,0.292035398,0.000179156,2017
NGB,DLC,1189,29.826679,121.461899,38.96566,121.538597,0.508849558,0.703539823,0.000126959,2017
FOC,NNG,1188,25.935061,119.6632,22.608259,108.172401,0.548672566,0.610619469,7.90E-05,2017
NNG,FOC,1188,22.608259,108.172401,25.935061,119.6632,0.610619469,0.548672566,7.61E-05,2017
JJN,CGO,1186,24.794776,118.593069,34.519669,113.840797,0.292035398,0.787610619,0.000176344,2017
TSN,URC,1181,39.124352,117.3461,43.907101,87.474243,0.933628319,0.486725664,0.001815881,2017
DLC,SJW,1180,38.96566,121.538597,38.274376,114.694427,0.703539823,0.592920354,0.000175771,2017
SJW,DLC,1176,38.274376,114.694427,38.96566,121.538597,0.592920354,0.703539823,0.000165741,2017
URC,TSN,1171,43.907101,87.474243,39.124352,117.3461,0.486725664,0.933628319,0.001772424,2017
CAN,HET,1166,23.392429,113.298698,40.853503,111.826381,0.960176991,0.566371681,0.000268479,2017
HET,CAN,1165,40.853503,111.826381,23.392429,113.298698,0.566371681,0.960176991,0.000278633,2017
URC,TYN,1165,43.907101,87.474243,37.746891,112.628403,0.486725664,0.553097345,0.000674109,2017
NKG,YNT,1152,31.742041,118.862,37.657223,120.987221,0.601769912,0.415929204,0.000136798,2017
YNT,NKG,1152,37.657223,120.987221,31.742041,118.862,0.415929204,0.601769912,0.000136601,2017
CSX,ZUH,1150,28.196667,113.220833,22.00666,113.376297,0.752212389,0.491150442,0.000111231,2017
TYN,URC,1150,37.746891,112.628403,43.907101,87.474243,0.553097345,0.486725664,0.000689891,2017
PEK,SWA,1146,40.084152,116.592735,23.5525,116.505836,1.154867257,0.336283186,0.000293484,2017
SWA,PEK,1145,23.5525,116.505836,40.084152,116.592735,0.336283186,1.154867257,0.000296313,2017
PVG,JJN,1140,31.14337,121.805199,24.794776,118.593069,0.960176991,0.292035398,0.000208952,2017
PVG,KHN,1135,31.14337,121.805199,28.865,115.900002,0.960176991,0.548672566,0.000156298,2017
INC,WUH,1134,38.322769,106.393303,30.783751,114.208099,0.495575221,0.654867257,0.000207505,2017
KHN,PVG,1134,28.865,115.900002,31.14337,121.805199,0.548672566,0.960176991,0.000161403,2017
WUH,INC,1134,30.783751,114.208099,38.322769,106.393303,0.654867257,0.495575221,0.000207571,2017
JJN,PVG,1132,24.794776,118.593069,31.14337,121.805199,0.292035398,0.960176991,0.000215618,2017
PVG,TYN,1129,31.14337,121.805199,37.746891,112.628403,0.960176991,0.553097345,0.000146809,2017
NKG,INC,1127,31.742041,118.862,38.322769,106.393303,0.601769912,0.495575221,0.000118623,2017
ZUH,TSN,1124,22.00666,113.376297,39.124352,117.3461,0.491150442,0.933628319,0.000253527,2017
HGH,JJN,1122,30.2295,120.434402,24.794776,118.593069,0.862831858,0.292035398,0.000159535,2017
INC,NKG,1121,38.322769,106.393303,31.742041,118.862,0.495575221,0.601769912,0.000118305,2017
TSN,ZUH,1121,39.124352,117.3461,22.00666,113.376297,0.933628319,0.491150442,0.000243481,2017
NNG,SYX,1119,22.608259,108.172401,18.302891,109.412201,0.610619469,0.526548673,7.42E-05,2017
YIH,CAN,1118,30.556473,111.479942,23.392429,113.298698,0.309734513,0.960176991,0.000165022,2017
SYX,NNG,1117,18.302891,109.412201,22.608259,108.172401,0.526548673,0.610619469,7.54E-05,2017
CAN,YIH,1114,23.392429,113.298698,30.556473,111.479942,0.960176991,0.309734513,0.000158979,2017
FOC,TNA,1111,25.935061,119.6632,36.857208,117.215897,0.548672566,0.637168142,9.96E-05,2017
SJW,SHE,1111,38.274376,114.694427,41.639839,123.483398,0.592920354,0.712389381,0.000123229,2017
SHE,XMN,1109,41.639839,123.483398,24.544029,118.127701,0.712389381,0.703539823,0.000149082,2017
SHE,SJW,1108,41.639839,123.483398,38.274376,114.694427,0.712389381,0.592920354,0.000125545,2017
WNZ,SYX,1108,27.91222,120.851898,18.302891,109.412201,0.455752212,0.526548673,7.19E-05,2017
JJN,HGH,1107,24.794776,118.593069,30.2295,120.434402,0.292035398,0.862831858,0.000159782,2017
SYX,WNZ,1106,18.302891,109.412201,27.91222,120.851898,0.526548673,0.455752212,6.57E-05,2017
TNA,FOC,1105,36.857208,117.215897,25.935061,119.6632,0.637168142,0.548672566,9.58E-05,2017
SZX,LHW,1101,22.63925,113.8106,36.51524,103.620697,0.955752212,0.637168142,0.000243321,2017
LHW,SZX,1100,36.51524,103.620697,22.63925,113.8106,0.637168142,0.955752212,0.000243351,2017
KHN,TYN,1099,28.865,115.900002,37.746891,112.628403,0.548672566,0.553097345,6.78E-05,2017
DLC,WUX,1098,38.96566,121.538597,31.492889,120.424377,0.703539823,0.300884956,0.000182063,2017
PEK,DQA,1095,40.084152,116.592735,46.748684,125.139725,1.154867257,0.079646018,0.000831761,2017
LHW,TYN,1094,36.51524,103.620697,37.746891,112.628403,0.637168142,0.553097345,0.000136549,2017
CAN,CZX,1093,23.392429,113.298698,31.91972,119.778603,0.960176991,0.194690265,0.000241387,2017
CZX,CAN,1092,31.91972,119.778603,23.392429,113.298698,0.194690265,0.960176991,0.000252184,2017
DQA,PEK,1092,46.748684,125.139725,40.084152,116.592735,0.079646018,1.154867257,0.000845465,2017
TYN,LHW,1092,37.746891,112.628403,36.51524,103.620697,0.553097345,0.637168142,0.000135774,2017
XMN,SHE,1091,24.544029,118.127701,41.639839,123.483398,0.703539823,0.712389381,0.000149451,2017
CTU,XIC,1089,30.57852,103.946999,27.983669,102.186692,1.079646018,0.115044248,0.000570844,2017
INC,PVG,1089,38.322769,106.393303,31.14337,121.805199,0.495575221,0.960176991,0.000232608,2017
KWE,KHN,1089,26.538521,106.800697,28.865,115.900002,0.663716814,0.548672566,8.81E-05,2017
PVG,INC,1088,31.14337,121.805199,38.322769,106.393303,0.960176991,0.495575221,0.000223465,2017
WUX,DLC,1088,31.492889,120.424377,38.96566,121.538597,0.300884956,0.703539823,0.000172315,2017
NBS,CGQ,1087,42.071926,127.609218,43.996208,125.685303,0.150442478,0.42920354,0.000115899,2017
CAN,LJG,1085,23.392429,113.298698,26.683332,100.25,0.960176991,0.345132743,0.00017296,2017
CGQ,NBS,1085,43.996208,125.685303,42.071926,127.609218,0.42920354,0.150442478,0.000113708,2017
KHN,KWE,1085,28.865,115.900002,26.538521,106.800697,0.548672566,0.663716814,8.80E-05,2017
XIC,CTU,1084,27.983669,102.186692,30.57852,103.946999,0.115044248,1.079646018,0.000567662,2017
LJG,CAN,1083,26.683332,100.25,23.392429,113.298698,0.345132743,0.960176991,0.000179649,2017
TYN,KHN,1081,37.746891,112.628403,28.865,115.900002,0.553097345,0.548672566,6.70E-05,2017
CKG,CZX,1078,29.71921,106.641602,31.91972,119.778603,1.039823009,0.194690265,0.00033031,2017
PEK,WEH,1078,40.084152,116.592735,37.185852,122.234969,1.154867257,0.154867257,0.000405635,2017
CZX,CKG,1077,31.91972,119.778603,29.71921,106.641602,0.194690265,1.039823009,0.000334839,2017
WEH,PEK,1077,37.185852,122.234969,40.084152,116.592735,0.154867257,1.154867257,0.000465293,2017
DLC,HFE,1076,38.96566,121.538597,31.986345,116.970474,0.703539823,0.442477876,0.000169843,2017
HFE,DLC,1076,31.986345,116.970474,38.96566,121.538597,0.442477876,0.703539823,0.000160594,2017
KHN,TNA,1076,28.865,115.900002,36.857208,117.215897,0.548672566,0.637168142,7.76E-05,2017
TNA,KHN,1075,36.857208,117.215897,28.865,115.900002,0.637168142,0.548672566,7.77E-05,2017
CGO,LJG,1068,34.519669,113.840797,26.683332,100.25,0.787610619,0.345132743,0.00018215,2017
PVG,BHY,1067,31.14337,121.805199,21.53944,109.2938,0.960176991,0.247787611,0.000250934,2017
LJG,CGO,1066,26.683332,100.25,34.519669,113.840797,0.345132743,0.787610619,0.000178867,2017
HLD,PEK,1065,49.209334,119.830223,40.084152,116.592735,0.292035398,1.154867257,0.000600055,2017
CKG,LHW,1061,29.71921,106.641602,36.51524,103.620697,1.039823009,0.637168142,0.000276654,2017
CAN,MXZ,1060,23.392429,113.298698,24.268999,116.103996,0.960176991,0.07079646,0.00058746,2017
CSX,XNN,1060,28.196667,113.220833,36.525322,102.037537,0.752212389,0.415929204,0.000353341,2017
MXZ,CAN,1060,24.268999,116.103996,23.392429,113.298698,0.07079646,0.960176991,0.000586331,2017
XNN,CSX,1060,36.525322,102.037537,28.196667,113.220833,0.415929204,0.752212389,0.000353146,2017
LHW,CKG,1059,36.51524,103.620697,29.71921,106.641602,0.637168142,1.039823009,0.000272764,2017
NAY,BAV,1058,40.084152,116.592735,40.55999,109.996902,0.548672566,0.305309735,0.000214179,2017
SJW,XMN,1056,38.274376,114.694427,24.544029,118.127701,0.592920354,0.703539823,0.000119909,2017
XMN,SJW,1056,24.544029,118.127701,38.274376,114.694427,0.703539823,0.592920354,0.000121512,2017
BAV,NAY,1055,40.55999,109.996902,40.084152,116.592735,0.305309735,0.548672566,0.000198385,2017
CSX,HET,1053,28.196667,113.220833,40.853503,111.826381,0.752212389,0.566371681,0.000234564,2017
LJG,WUH,1053,26.683332,100.25,30.783751,114.208099,0.345132743,0.654867257,0.000150193,2017
SWA,CAN,1052,23.5525,116.505836,23.392429,113.298698,0.336283186,0.960176991,0.000174587,2017
WUH,LJG,1052,30.783751,114.208099,26.683332,100.25,0.654867257,0.345132743,0.000150302,2017
LJG,PEK,1050,26.683332,100.25,40.084152,116.592735,0.345132743,1.154867257,0.000323101,2017
PEK,LJG,1048,40.084152,116.592735,26.683332,100.25,1.154867257,0.345132743,0.000321143,2017
NNG,CAN,1047,22.608259,108.172401,23.392429,113.298698,0.610619469,0.960176991,0.000119706,2017
PEK,HLD,1047,40.084152,116.592735,49.209334,119.830223,1.154867257,0.292035398,0.000574124,2017
HET,CSX,1045,40.853503,111.826381,28.196667,113.220833,0.566371681,0.752212389,0.000234162,2017
JJN,KWE,1045,24.794776,118.593069,26.538521,106.800697,0.292035398,0.663716814,0.00010182,2017
CAN,SWA,1044,23.392429,113.298698,23.5525,116.505836,0.960176991,0.336283186,0.000168205,2017
KWE,JJN,1042,26.538521,106.800697,24.794776,118.593069,0.663716814,0.292035398,0.000101988,2017
HSN,JJN,1035,29.932602,122.364994,24.794776,118.593069,0.132743363,0.292035398,0.00012324,2017
KMG,NGB,1035,25.101944,102.929169,29.826679,121.461899,1.026548673,0.508849558,0.000303858,2017
